id,Titel,Body,Kategorie,Datum,Quelle
18,"Amid Kavanaugh fight, Trump says it is a 'scary time' for young men","President Donald Trump said on Tuesday that allegations of sexual misconduct against his U.S. Supreme Court nominee, Brett Kavanaugh, showed that “it’s a very scary time for young men in America” who now may be presumed guilty even when innocent. Five days after an extraordinary Senate hearing watched by millions of people in which university professor Christine Blasey Ford detailed her sexual assault allegation against Kavanaugh, Trump raised the issue of false accusations against men. “My whole life, I’ve heard you’re innocent until proven guilty. But now, you’re guilty until proven innocent. That is a very, very difficult standard,” Trump said outside the White House. “Well, I say that it’s a very scary time for young men in America when you can be guilty of something that you may not be guilty of.” The fight over Kavanaugh’s nomination to a lifetime job on the top U.S. court comes against the backdrop of the #MeToo movement fighting sexual harassment and assault that has toppled a succession of powerful men. Under pressure from Democrats and some moderate fellow Republicans, Trump on Friday ordered an FBI investigation lasting up to a week into the allegations against his nominee. He told reporters on Tuesday he thought Kavanaugh would win Senate confirmation once the FBI finishes its investigation. Kavanaugh’s confirmation would consolidate conservative control of the Supreme Court, with disputes involving abortion rights, immigration, gay rights, voting rights and transgender troops possibly heading to the court soon.  The fight over Kavanaugh’s nomination has been unusually emotional and has unfolded just weeks ahead of Nov. 6 elections in which Democrats are trying to seize control of Congress from Republicans. Some Republicans fear pushing ahead with Kavanaugh’s confirmation could alienate women voters, while Democrats are seeking to capitalize on the controversy. Trump, who was himself accused during the 2016 presidential race of sexual misconduct with numerous women, tried to link the allegations against Kavanaugh to what he said was a broader problem. “What’s happening here has much more to do than even the appointment of a Supreme Court justice. It really does. You could be somebody that was perfect your entire life, and somebody could accuse you of something. It doesn’t necessarily have to be a woman,” Trump said. Ford testified that Kavanaugh sexually assaulted her at a party in 1982 when they were high school students in Maryland. At a rally in Mississippi on Tuesday night, Trump mocked Ford for not having answers to some questions during her testimony. “What neighborhood was it in? I don’t know. Where’s the house? I don’t know. Upstairs, downstairs, where was it? I don’t know. But I had one beer. That’s the only thing I remember,” Trump said in imitation of Ford’s testimony. “And a man’s life is in tatters,” he said. U.S. President Donald Trump rallies supporters during a Make America Great Again rally in Southaven, Mississippi, U.S. October 2, 2018.  REUTERS/Jonathan ErnstANGRY DENIALS In angry and defiant testimony before the Senate, Kavanaugh denied Ford’s accusation, as well as allegations by two other women of sexual misconduct in the 1980s. Senator Jeff Flake, a moderate Republican who could be pivotal in the confirmation vote, raised concerns about the judge’s “partisan” tone at the Judiciary Committee hearing.  “I tell myself, ‘You give a little leeway because of what he’s been through.’ But on the other hand, we can’t have this on the court. We simply can’t,” Flake, who is retiring as a senator in January, said at an event in Washington. Flake voted to approve Kavanaugh in the committee’s vote on Friday that sent the nomination to the full Senate, but he also insisted the FBI investigate the sexual misconduct allegations.  Flake has said Kavanaugh’s nomination would end if the FBI investigation found he had lied in his Senate testimony. Republicans control the Senate by a 51-49 margin. That means if all the Democrats vote against Kavanaugh, Trump could not afford to have more than one Republican oppose his nominee, with Vice President Mike Pence casting a tiebreaking vote. Senate Majority Leader Mitch McConnell said each senator would get a copy of the FBI’s report on its investigation. “But here’s what we know ... one thing for sure. The Senate will vote on Judge Kavanaugh here, on this floor, this week,” McConnell told the chamber. Senator Dianne Feinstein, the Judiciary Committee’s top Democrat, said a Friday vote would not give senators enough time to evaluate the FBI probe.    Flake said the FBI had completed interviews with four people.  A lawyer for Kavanaugh’s friend Mark Judge said the FBI had finished its interview with him. Ford identified Judge as a witness to the alleged assault. Judge has previously denied any memory of such an incident. Ford’s lawyers said on Tuesday she had offered her full cooperation with the FBI in its investigation but had received no reply. “It is inconceivable that the FBI could conduct a thorough investigation of Dr. Ford’s allegations without interviewing her, Judge Kavanaugh, or the witnesses we have identified in our letters to you,” the lawyers said in their letter to FBI Director Christopher Wray.  Chuck Grassley, the Republican chair of the Senate Judiciary Committee, separately demanded in a letter to Ford’s lawyers that they provide a range of materials to determine whether her allegations are credible. They include notes from therapy sessions and video or audio recordings of a polygraph test she took.   A person familiar with the matter said the FBI questioned Deborah Ramirez, who has said Kavanaugh exposed himself to her at a party when both were Yale University students.  She was questioned for more than two hours on Sunday and provided the FBI with a list of over 20 possible witnesses, the person said.  Slideshow (3 Images)The FBI was also due to question Leland Keyser and P.J. Smyth, two people who Ford said were at the gathering of teenagers where Kavanaugh allegedly assaulted her.  ",Politik,2018-10-02 00:00:00,Reuters
19,Tesla must defend lawsuit alleging abuse of foreign workers,"A federal judge has ruled that Tesla must defend itself at a trial over allegations it knew foreign workers at its California assembly plant were threatened with deportation if they reported an injury and worked long shifts that violated forced labor laws. FILE PHOTO: A Tesla showroom is seen in Santa Monica, California, U.S., January 4, 2018. REUTERS/Lucy Nicholson/File PhotoU.S. District Judge Lucy Koh, in San Jose, California, dismissed most of the seven claims against Tesla on Monday, but allowed two claims to survive, paving the way for the plaintiffs to seek documents and witnesses to build their case. The decision comes as Tesla is under pressure to turn a profit and days after Chief Executive Officer Elon Musk stepped down as chairman to settle allegations by regulators that he misled investors. Tesla has been plagued with safety complaints brought by workers, allegations that Tesla denies. Workers say that long hours and pressure to deliver vehicles quickly takes a toll, and some have pushed for a union. Tesla said it investigated the allegations and broke ties with a subcontractor, ISM Vuzem, that it said did not live up to its expectations. “We’ve also since improved our supplier contracts and policies to better stop bad behavior,” it said in a statement. According to the lawsuit, Gregor Lesnik of Slovenia came to the United States on a B-1 visa and worked 250 hours per month for less than $950, well below minimum wage. It also alleges that foreign workers were threatened with deportation or reduced pay if they reported injuries or became ill.  The 2016 lawsuit by Lesnik and Stjepan Papes of Croatia seeks class action status on behalf of foreigners with B-1 visas working at construction sites at U.S. auto plants. Tesla was one of several automakers named as defendants, but the only one that was not dismissed from the case because plaintiffs only alleged to have suffered threats of deportation at Tesla’s plant in Fremont, California.  Koh denied a motion to dismiss for two Tesla subcontractors, Eisenmann Corp and ISM Vuzem because they operated at the same plant. Eisenmann and Vuzem did not immediately respond to requests for comment.  Koh said her ruling was based on a “generous reading of the at times incomprehensible” lawsuit, but also said the allegations against Tesla and Eisenmann were “uncharacteristically specific.” Koh rejected arguments that Tesla and Eisenmann were not liable because the alleged abuses were committed by Vuzem. Koh said a party that benefits financially from another’s abuses also bears liability. The claims she dismissed alleged violations of the False Claims Act, Fair Labor Standards Act and the Racketeer Influenced and Corrupt Organizations Act, or RICO. Verwandte ThemenSome Tesla directors proposed James Murdoch to succeed Musk as chairman: New York Times",Top-Nachrichten,2018-10-02 00:00:00,Reuters
20,Some Tesla directors proposed James Murdoch to succeed Musk as chairman: New York Times,"Some Tesla directors have proposed that James Murdoch, fellow board member at the electric carmaker and chief executive officer of Twenty-First Century Fox Inc, succeed Elon Musk as its chairman, the New York Times reported on Tuesday, citing people involved in the board’s discussions. FILE PHOTO: James Murdoch walks off stage after a rehearsal for his James MacTaggert Memorial lecture as part of the Media Guardian Edinburgh International TV Festival in Edinburgh, Scotland, August 28, 2009.    REUTERS/David Moir  Murdoch hasn’t volunteered for the post nor has he discussed it with any other director, the newspaper reported. The board has not engaged in any “serious” discussions of who should be the chairman, the paper said, citing a source close to the selection process. The New York Times also said Musk had threatened to resign, in a phone call with directors, if the board insisted that he and the company enter into a settlement with the Securities and Exchange Commission (SEC). However, the next day, Tesla’s attorneys were back at the SEC requesting them for a second chance, this time with Musk’s ‘grudging approval’, the paper said. Tesla and Musk reached a settlement with regulators on Saturday, where they agreed to pay $20 million each to financial regulators and the billionaire will step down as chairman but remain as CEO. Reuters couldn’t reach out to Murdoch for comment. Tesla and Twenty-First Century Fox were not immediately available for comment outside regular business hours. ",Top-Nachrichten,2018-10-03 00:00:00,Reuters
21,"House banking panel staff director, spouse of ex-Trump counsel, to leave","The U.S. House banking committee’s staff director, Shannon McGahn, is to leave the job, the top Republican lawmaker on the panel said on Tuesday, just over a month after her husband left the White House as counsel to President Donald Trump.  Shannon McGahn is seen as U.S. President Donald J. Trump speaks during the 2017 ""Congress of Tomorrow"" Joint Republican Issues Conference in Philadelphia, Pennsylvania, U.S. January 26, 2017. REUTERS/Mark MakelaMcGahn has served on the Financial Services Committee since 2010, occupying several roles under different administrations.      She will join the National Association of Realtors as a senior manager on Oct. 15, according to a statement on the association’s website. “Her leadership and strategic counsel have been invaluable to this entire committee as we’ve worked with the Senate and the Administration to deliver significant bipartisan victories,” panel Chairman Jeb Hensarling said. McGahn, 38, helped push all aspects of the banking panel’s agenda, including housing finance.  She previously served as communications director for the House Republican Conference, and more recently as a top official at the U.S. Treasury Department. McGahn’s husband, Don McGahn, left the oval office in August after his relationship with Trump became strained by the  investigation into Russian interference in the 2016 U.S. presidential election.   ",Politik,2018-10-02 00:00:00,Reuters
22,McConnell says senators will get FBI report on Kavanaugh,"Senate Majority Leader Mitch McConnell said on Tuesday that each U.S. senator would get a copy of the FBI report on sexual misconduct allegations against Supreme Court nominee Brett Kavanaugh. FILE PHOTO: Senate Majority Leader Mitch McConnell (R-KY) walks from a Republican Senate caucus meeting with U.S. Vice President Mike Pence on Capitol Hill in Washington, U.S., September 26, 2018.      REUTERS/Joshua RobertsMcConnell repeated that he expected a vote this week in the full Senate on President Donald Trump’s nominee, a conservative federal appeals court judge. “What I can tell you with certainty is we’ll have an FBI report this week and we’ll have a vote this week,” McConnell told reporters at the Capitol.  He would not elaborate on whether the vote would be procedural or a vote to confirm Kavanaugh but said he would fight any Democratic attempts to delay it. The top Senate Democrat, Chuck Schumer, said Democrats would ask only for adequate time to review results of the FBI report before they vote. He dismissed accusations that Democrats were trying to delay the vote, noting that it was moderate Republicans in the Senate who slowed the Kavanaugh confirmation process in the past week. “The minority has no power to delay, none,” he said.    ",Politik,2018-10-02 00:00:00,Reuters
23,Top Senate Democrat wants FBI briefing on Kavanaugh probe before vote,"Top Senate Democrat Chuck Schumer on Tuesday called for the FBI to brief senators on its investigation of sexual misconduct allegations against Brett Kavanaugh at least 24 hours before a vote on the U.S. Supreme Court nominee. In a letter to Republican Senate Majority Leader Mitch McConnell, Schumer said he made the request “in light of the various conflicting statements by the President and other officials regarding the nature and scope of this investigation.”  ",Politik,2018-10-02 00:00:00,Reuters
24,"Vale, BHP reach final deal with prosecutors over Brazil disaster","Brazilian prosecutors in Minas Gerais state said on Tuesday they  reached a final compensation deal with mining companies Samarco, Vale (VALE3.SA) and BHP Billiton (BHP.AX) regarding a 2015 dam burst, Brazil’s largest ever environmental disaster. According to a statement from prosecutors released late on Tuesday, the deal allows for compensation payments to start to relatives of the 19 people killed in the disaster, as well as to people who lost their houses and other properties. No financial details of the deal were disclosed in the short statement on Tuesday, but the chief prosecutor in the city of Mariana will hold a press conference on Wednesday to discuss the agreement. Brazil’s worst environmental catastrophe happened when a dam designed to hold back mine waste from the Samarco iron pellets operation in Mariana burst, leaving a trail of destruction for hundreds of kilometers in Minas Gerais and Espírito Santo states. Another deal had been reached by the mining companies and prosecutors in regions hit by the disaster away from Mariana, where victims found that offer insufficient. With this last settlement, companies might be able to prepare to resume operations in the region more than two years after the accident. Vale has said it expects the Samarco unit to resume operations in 2018 or early next year, but has pushed back forecasts several times. The mine still needs permits to reopen, and the lack of a clear timeline makes it harder for the controlling companies to renegotiate the debt Samarco will carry from the disaster. ",Top-Nachrichten,2018-10-03 00:00:00,Reuters
25,Trump: I told Saudi king he wouldn't last without U.S. support,"President Donald Trump made an undiplomatic remark about close ally Saudi Arabia on Tuesday, saying he warned Saudi Arabia’s King Salman he would not last in power “for two weeks” without the backing of the U.S. military. FILE PHOTO: Saudi Arabia's King Salman bin Abdulaziz Al Saud welcomes U.S. President Donald Trump during a reception ceremony in Riyadh, Saudi Arabia, May 20, 2017. Bandar Algaloud/Courtesy of Saudi Royal Court/Handout via REUTERS“We protect Saudi Arabia. Would you say they’re rich. And I love the King, King Salman. But I said ‘King - we’re protecting you - you might not be there for two weeks without us - you have to pay for your military,’” Trump said to cheers at a rally in Southaven, Mississippi. Trump did not say when he made those remarks to the Saudi monarch. Despite the harsh words, the Trump administration has had a close relationship with Saudi Arabia, which it views as a bulwark against Iran’s ambitions in the region. Trump made Saudi Arabia his first stop on his maiden international trip as president last year.   Trump called King Salman on Saturday and they discussed efforts being made to maintain supplies to ensure oil market stability and global economic growth, according to Saudi state news agency SPA. Saudi Arabia is the world’s top oil exporter and the de facto leader of OPEC, which has been criticized by Trump for high oil prices. Speaking at the United Nations General Assembly in New York last month, Trump said OPEC members were “as usual ripping off the rest of the world.” “We defend many of these nations for nothing, and then they take advantage of us by giving us high oil prices. Not good. We want them to stop raising prices, we want them to start lowering prices,” Trump said. He has also pressed other U.S. allies, such as Japan, South Korea and Germany, to take more of the financial burden of their defense. FILE PHOTO: U.S. President Donald Trump and Saudi Arabia's King Salman bin Abdulaziz Al Saud (R) attend the Arab Islamic American Summit in Riyadh, Saudi Arabia May 21, 2017. REUTERS/Jonathan Ernst ",Weltnachrichten,2018-10-03 00:00:00,Reuters
26,Bloomberg donating $20 million to Democratic Senate candidates,"Former New York City Mayor Michael Bloomberg, a frequent critic of President Donald Trump, is donating $20 million to help Democratic candidates running for the U.S. Senate, a spokesman said on Tuesday. Former New York City Mayor Michael Bloomberg speaks at the Bloomberg Global Business forum in New York, U.S., September 26, 2018. REUTERS/Shannon Stapleton  The billionaire’s contribution comes as Republicans, who currently hold a 51-49 majority in the upper chamber, grow more concerned that Democrats pose a threat of taking control of the Senate in the Nov. 6 congressional elections. The $20 million donation will go to the Senate Majority PAC, Bloomberg spokesman Marc La Vorgna said in an email. The Washington Post first reported the news. It is in addition to $80 million Bloomberg pledged to Democratic House candidates earlier this year. Bloomberg, a Democrat who joined the Republican Party ahead of his first run for New York mayor in 2001 and later declared himself an independent, is seen as a possible 2020 Democratic presidential candidate. He has pumped more cash into this year’s election than in prior races, funneling his donations to Democrats and liberal causes, like pro-gun restriction groups.  Democrats are also aiming to pick up 23 seats in the House of Representatives to win a majority in that chamber, which they say would allow them to more effectively counter Trump’s policies. Analysts see them having a greater chance of winning a majority in the House than the Senate, where they must defend seats in conservative states that Trump won in 2016. But to both parties’ surprise, there are tight races in places where Republicans had initially hoped to have easy campaigns. In Texas, Republican incumbent Ted Cruz is in a dead heat with Democrat Beto O’Rourke. In Tennessee, Republican Marsha Blackburn, a member of the U.S. House, has trailed in most polls behind Democrat Phil Bredesen, a popular former governor.    Bloomberg has spent a significant portion of his fortune  promoting gun control. He founded the group Everytown for Gun Safety in 2014 to change federal laws in response to the Sandy Hook Elementary School shooting in December 2012 in Newtown, Connecticut. Bloomberg is the founder and chief executive of global media company Bloomberg LP. The Senate Majority PAC is controlled by allies of Senate Minority Leader Chuck Schumer. Super PACs are allowed to spend unlimited amounts of money on elections but are barred from directly coordinating their efforts with candidates. ",Politik,2018-10-02 00:00:00,Reuters
27,America to buzz as phones get 'presidential alert' test Wednesday,"The Trump administration will send messages to more than 200 million U.S. cellphones on Wednesday testing a previously unused presidential alert system that aims to warn the public in the event of a national emergency. U.S. President Donald Trump rallies supporters during a Make America Great Again rally in Southaven, Mississippi, U.S. October 2, 2018.  REUTERS/Jonathan ErnstThe test message was originally scheduled for September but was pushed back to Wednesday at 2:18 p.m. EDT. The Federal Emergency Management Agency (FEMA), which will send the alert, said the messages would bear the headline “Presidential Alert,” and that phones will make a loud tone and have a special vibration.  The test has been scheduled to ensure that the alert system would work in the event of a national emergency. The message will read: “THIS IS A TEST of the National Wireless Emergency Alert System. No action is needed.” A separate alert on TV and radios will be issued at 2:20 p.m.. The tests have drawn a lot of attention on social media in part because of President Donald Trump’s propensity for sending tweets to his 55 million followers.  On a conference call, government officials told reporters  that Trump would not personally trigger the alert — from his phone or any other device — and emphasized that no president could “wake up one morning and attempt to send a personal message.” The test alert will be sent by a device similar to a laptop from a FEMA laboratory. An actual alert would be used for an impending missile attack or other national emergency.    Then-President Barack Obama signed a law in 2016 requiring FEMA to create a system allowing the president to send cellphone alerts regarding public safety emergencies. Federal Communications Commissioner Mike O’Rielly told reporters on Tuesday that an April 5 regional test of the emergency alert system in the Washington area showed some potential issues.  He said some people did not receive alerts on some devices during that test. “We’re trying to analyze that,” O’Rielly said. The country’s wireless emergency alert system has issued over 36,000 alerts for situations such as missing children, extreme weather and natural disasters since 2012, but never a presidential directive. Cellphone users can opt out of natural disaster or missing children alerts, but not presidential alerts. Verizon Communications Inc (VZ.N) said nearly all of its mobile phone handsets are capable of getting alerts. Government officials estimated that the alert would reach upwards of 225 million U.S. cellphones, or around 75 percent of all phones. They said a person on a call lasting 30 minutes may not get the alert as with phones with an active data connection. ",Inlandsnachrichten,2018-10-02 00:00:00,Reuters
28,"Trade pact clause seen deterring China trade deal with Canada, Mexico","China’s hopes of negotiating a free trade pact with Canada or Mexico were dealt a sharp setback by a provision deep in the new U.S.-Mexico-Canada trade agreement that aims to forbid such deals with “non-market” countries, trade experts said on Tuesday.  FILE PHOTO: Shipping containers are seen at a port in Shanghai, China July 10, 2018. REUTERS/Aly Song/File PhotoThe provision specifies that if one of the current North American Free Trade Agreement partners enters a free trade deal with a “non-market” country such as China, the others can quit in six months and form their own bilateral trade pact. The clause, which has stirred controversy in Canada, fits in with U.S. President Donald Trump’s efforts to isolate China economically and prevent Chinese companies from using Canada or Mexico as a “back door” to ship products tariff-free to the United States. The United States and China are locked in a spiraling trade war that has seen them level increasingly severe rounds of tariffs on each other’s imports. Under the clause, the countries in the updated NAFTA, renamed the U.S.-Mexico-Canada Agreement (USMCA), must notify the others three months before entering into such negotiations. Derek Scissors, a China scholar at the American Enterprise Institute in Washington, said the provision gave the Trump administration an effective veto over any China trade deal by Canada or Mexico. If repeated in other U.S. negotiations with the European Union and Japan, it could help isolate Beijing in the global trading system. “For both Canada and Mexico, we have a reason to think an FTA with China is a possibility. It’s not imminent, but this is a very elegant way of dealing with that,” Scissors said.    “There’s no China deal that’s worth losing a ratified USMCA,” Scissors added. After months of bashing its Western allies on trade, the Trump administration is now trying to recruit them to join the United States in pressuring China to shift its trade, subsidy and intellectual property practices to a more-market driven focus.  Beijing has demanded that the World Trade Organization recognize it as a “market economy” since its WTO accession agreement expired in December 2016, a move that would severely limit Western trade defenses against cheap Chinese goods.   But the United States and European Union are challenging the declaration, arguing that Chinese state subsidies fuelling excess industrial capacity, the exclusion of foreign competitors and other practices are signs it is still a non-market economy.       CANADIAN SOVEREIGNTY QUESTIONED Canadian Prime Minister Justin Trudeau’s Liberal government, seeking to diversify Canada’s export base, held exploratory talks with China on trade in 2016, but a launch of formal negotiations has failed to materialize. Tracey Ramsey, a legislator for Canada’s left-leaning New Democrats, said in the House of Commons on Tuesday that the clause was “astonishing” and a “severe restriction on Canadian independence.”   “Part of Canada’s concessions in this deal was to include language that holds Canada hostage to the Americans if we decide to trade with another country,” Ramsey said. “Why did the Liberal (Party) give the go-ahead for the U.S. to pull us into their trade wars?” Canadian Finance Minister Bill Morneau downplayed the provision, arguing it was not significantly different from NAFTA’s clause that allows any member to leave the pact in six months’ time for any reason.     “It is largely the same. It recognize though that the non-market economy is of significant importance as we move forward. But I don’t think it’s going to make a material difference in our activities,” Morneau told a business audience. Mexico’s business community sided with the Trump administration in endorsing the pact. “We are associating ourselves with countries that promote market freedom and that promote free trade in the world, free trade under equal circumstances,” said Juan Pablo Castañon, head of the Consejo Coordinador Empresarial (CCE), which represented Mexico’s private sector during the NAFTA trade talks.     ",Top-Nachrichten,2018-10-02 00:00:00,Reuters
29,North Carolina town may never fully recover from double whammy of storms,"The childhood home Katrina Bullock returned to in the rural North Carolina community of Fair Bluff about 16 years ago to care for her sick mother was devastated by flooding from Hurricane Matthew in 2016. A new roof went up after that. Walls saturated with muddy floodwaters were being replaced and things were looking up until a new storm, Hurricane Florence struck about 23 months later in September. “We were starting to get it all back together and there comes Florence, and it takes it all again,” said Bullock. She and other residents of Fair Bluff, and of many other communities in the southern and southeast parts of North Carolina hit by the double whammy of Matthew and Florence, are sorting through the latest wreckage, wondering if it is worth remaining. Settlers first arrived in the area around Fair Bluff in the mid-1700s and one of the oldest buildings in Columbus County, where the town is located, is a trading post built on the banks of the Lumber River in the town, according to the local chamber of commerce. In the 19th century, railroads helped keep the economy flowing. Experts say such hamlets and towns face permanent changes, with fewer residents, fewer businesses and fewer prospects of returning to the way things were just a generation ago. Older residents whose roots run deep and those too poor to leave will soon likely make up the bulk of the population. Those who can will leave, but others will do their best to rebuild. “There will be a real desire to make Fair Bluff the best it can be, but it may look and be a different thing from what it has historically been,” said Patrick Woodie, president of the NC Rural Center, an economic development organization. Even before Florence hit, many small towns in North Carolina were struggling due to a decline in agriculture and manufacturing. Poverty rates in the state are higher now than in the aftermath of the recession about a decade ago due to the loss of small industries such as textile and a downturn in the farming sector, according to the North Carolina Justice Center, a progressive research and advocacy organization. Matthew led to catastrophic flooding throughout low-lying eastern North Carolina and caused billions of dollars in damage. In took 28 lives in the United States while Florence killed more than 50 and drove many rural communities into deeper despair. Katrina Bullock, who is still in the process of rebuilding after floods from Hurricane Matthew in 2016,  cleans the inside of her home after flooding due to Hurricane Florence receded in Fair Bluff, North Carolina, U.S. September 29, 2018. REUTERS/Randall HillFair Bluff is a mostly agricultural community with a Main Street book-ended by two churches and nestled next to the Lumber River, a usually peaceful waterway that flooded during both Matthew and Florence. The town’s small commercial area was struggling to get back into business after Matthew and inundated again with Florence. Many wonder if it will ever open again. Almost all the stores on Main Street closed after Matthew and when Florence rolled in, the floodwaters brought fresh destruction to places like a furniture shop that had yet to remove all of its water-logged inventory from two years ago. After the flooding from Florence receded, a dark muck covered floors in affected areas and a smell wafted through the air combining odors of moldy rot and a sewage plant that overflowed in the most recent storm. Fair Bluff Mayor Billy Hammond believes the town had about 1,000 residents before Matthew and was left with about half that afterward, with many evacuees just never returning.  The permanent population now is probably about 350 to 400, most of them people whose homes were not flooded, he said. “It has been a ghost town for about two years,” he said in an interview. “We’re just going have to take it one day at a time and move forward and hope that people come back,” he said. Fair Bluff is about 125 miles (200 km) south of Raleigh. About 21 percent of the population lives below the poverty line and median household income is $28,611, according to U.S. Census data. In Mecklenburg County, North Carolina, home to the vibrant city of Charlotte, median household income is more than double that in Fair Bluff and the poverty rate is about half. In low-lying areas near the river where some of the poorest people in Fair Bluff live, many have returned to storm-damaged homes because they do not have the money to move or rebuild.A disproportionate number of low-income people live in flood plains in river communities, according to Gavin Smith, a professor in the Department of City and Regional Planning at the University of North Carolina at Chapel Hill. Randy Britt, 71, who has lived in Fair Bluff all his life owns buildings on the Main Street commercial area and is working to re-open a flood-hit store. Slideshow (17 Images)“There is always hope. If there wasn’t hope, I wouldn’t be in Fair Bluff right now,” he said in an interview. ",Inlandsnachrichten,2018-10-02 00:00:00,Reuters
30,"France points finger at Iran over bomb plot, seizes assets","France said on Tuesday there was no doubt Iran’s intelligence ministry was behind a June plot to attack an exiled opposition group’s rally outside Paris and it seized assets belonging to Tehran’s intelligence services and two Iranian nationals. The hardening of relations between Paris and Tehran could have far-reaching consequences for Iran as President Hassan Rouhani’s government looks to European capitals to salvage a 2015 nuclear deal after the United States pulled out and reimposed tough sanctions on Iran. “Behind all this was a long, meticulous and detailed investigation by our (intelligence) services that enabled us to reach the conclusion, without any doubt, that responsibility fell on the Iranian intelligence ministry,” a French diplomatic source said. The source, speaking after the government announced asset freezes, added that the deputy minister and director general of intelligence, Saeid Hashemi Moghadam, had ordered the attack and Assadollah Asadi, a Vienna-based diplomat held by German authorities, had put it into action. The ministry is under control of Supreme Leader Ayatollah Ali Khamenei.  “We deny once again the allegations against Iran and demand the immediate release of the Iranian diplomat,” Iranian foreign ministry spokesman Bahram Qasemi was quoted as saying by state news agency IRNA.  The incident was a plot “designed by those who want to damage Iran’s long-established relations with France and Europe,” he said. The plot targeted a meeting of the Paris-based National Council of Resistance of Iran (NCRI) outside the French capital. U.S. President Donald Trump’s lawyer Rudy Giuliani and several former European and Arab ministers attended the rally. It unraveled after Asadi, an accredited diplomat in Austria, was arrested in Germany, two other individuals were detained in Belgium in possession of explosives, and one other individual in France. On Monday, a court in southern Germany ruled the diplomat could be extradited to Belgium. “We cannot accept any terrorist threat on our national territory and this plot needed a firm response,” the diplomatic source said. FILE PHOTO: Supporters of Maryam Rajavi, president-elect of the National Council of Resistance of Iran (NCRI), attend a rally in Villepinte, near Paris, France, June 30, 2018.   REUTERS/Regis Duvignau/File PhotoTARGETED ASSET FREEZES In a news briefing in Washington, U.S. State Department spokeswoman Heather Nauert noted the French action and said it was evidence that “there’s probably no one who has felt terrorism stemming from Iran perhaps more than - well, the Syrians - that has felt it more than some Europeans.”  The asset freezes targeted Asadi and Moghadam. A unit within the Iranian intelligence services was also targeted. The French government gave no details of the assets involved, describing its measures as “targeted and proportionate.” The diplomatic source said the freezes covered assets and financing means in France, although neither individual at this stage had any assets in the country. “We hope this matter is now over. We have taken measures and said what we needed to say,” the source said, suggesting Paris was seeking to turn a page on the issue.  France had warned Tehran to expect a robust response to the thwarted bombing and diplomatic relations were becoming increasingly strained.  French President Emmanuel Macron and Foreign Minister Jean-Yves Le Drian spoke to their Iranian counterparts about the issue at the U.N. General Assembly after demanding explanations over Iran’s role. An internal French foreign ministry memo in August told diplomats not to travel to Iran, Reuters revealed, citing the Villepinte bomb plot and a toughening of Iran’s position toward the West. Paris has also suspended nominating a new ambassador to Iran and has not responded to Tehran nominations for diplomatic positions in France. While not directly linked to the plot, the diplomatic source said a French police raid on a Shi’ite Muslim faith center earlier on Tuesday was aimed at also sending a signal at Iran.  The deterioration of relations with France could have wider implications for Iran.  France has been one of the strongest advocates of salvaging the 2015 nuclear deal, which saw Tehran agree to curbs on its nuclear program in return for a lifting of economic  sanctions.    FILE PHOTO: Supporters of Maryam Rajavi, president-elect of the National Council of Resistance of Iran (NCRI), attend a rally in Villepinte, near Paris, France, June 30, 2018. REUTERS/Regis Duvignau/File PhotoThe Trump administration has said it expects renewed sanctions to hurt the Iranian economy hard. ",Weltnachrichten,2018-10-02 00:00:00,Reuters
31,Suspected ricin-laced mail sent to U.S. defense secretary,"The Pentagon said on Tuesday that it had received mail suspected of containing the deadly poison ricin, including an envelope that a U.S. official said was addressed to Defense Secretary Jim Mattis. FILE PHOTO: The Pentagon in Washington, U.S., is seen from aboard Air Force One, March 29, 2018. REUTERS/Yuri Gripas/File PhotoThe Pentagon said in a statement that it had put its mail facility under quarantine and that the FBI was analyzing the envelopes. U.S. officials, speaking on condition of anonymity, said the envelopes initially tested positive for ricin after being detected by Pentagon police on Monday at a mail sorting facility  on the Pentagon compound but not in the main building. Separately, the U.S. Secret Service said it was investigating a “suspicious envelope” addressed to President Donald Trump that was received on Monday, though it never entered the White House. The agency did not provide further details. It was not immediately known if the two incidents were related. Ricin is found naturally in castor beans but it takes a deliberate act to convert it into a biological weapon. Ricin can cause death within 36 to 72 hours from exposure to an amount as small as a pinhead. No known antidote exists. U.S. government buildings have sporadically received packages with suspected ricin, including in 2013 when ricin-laced letters were addressed to a U.S. senator, the White House and a Mississippi justice official. Shortly after the Sept. 11, 2001, attacks in New York and Washington, D.C., letters containing another deadly substance,  anthrax spores, were mailed to the Washington offices of two senators and to media outlets in New York and Florida. U.S. Secretary of Defense James Mattis attends a news conference with French Minister of the Armed Forces Florence Parly (not pictured) at the Defence Ministry in Paris, France, October 2, 2018. REUTERS/Philippe Wojazer",Inlandsnachrichten,2018-10-02 00:00:00,Reuters
